Entity,Code,Year,"Age-standardized deaths from cardiovascular diseases in both sexes in those aged all ages per 100,000 people","Deaths from cardiovascular diseases per 100,000 people in both sexes aged all ages"
Dominican Rep.,DOM,1979,170.10846,80.33962
Dominican Rep.,DOM,1980,169.89824,78.63971
Dominican Rep.,DOM,1981,195.33658,81.642166
Dominican Rep.,DOM,1982,190.14621,88.318245
Dominican Rep.,DOM,1983,224.96277,93.10206
Dominican Rep.,DOM,1984,251.77487,103.9823
Dominican Rep.,DOM,1985,252.02197,103.10748
Dominican Rep.,DOM,1986,191.74059,83.2656
Dominican Rep.,DOM,1987,196.61783,87.697754
Dominican Rep.,DOM,1988,195.91644,88.41046
Dominican Rep.,DOM,1989,193.0654,88.48384
Dominican Rep.,DOM,1990,178.9669,83.89998
Dominican Rep.,DOM,1991,170.41066,83.20027
Dominican Rep.,DOM,1992,155.42862,77.83118
Dominican Rep.,DOM,1994,154.91162,80.70323
Dominican Rep.,DOM,1995,159.3332,83.00032
Dominican Rep.,DOM,1996,164.085,89.60408
Dominican Rep.,DOM,1997,170.26373,94.28026
Dominican Rep.,DOM,1998,180.58783,102.173904
Dominican Rep.,DOM,1999,172.35373,100.12845
Dominican Rep.,DOM,2000,135.3624,79.72783
Dominican Rep.,DOM,2001,138.19969,83.99041
Dominican Rep.,DOM,2002,136.22649,85.04322
Dominican Rep.,DOM,2003,150.62376,95.96266
Dominican Rep.,DOM,2004,159.26753,103.928444
Dominican Rep.,DOM,2005,155.57599,103.6796
Dominican Rep.,DOM,2006,126.109726,87.50705
Dominican Rep.,DOM,2007,126.63742,89.882484
Dominican Rep.,DOM,2008,128.44446,93.36995
Dominican Rep.,DOM,2009,127.323814,95.14723
Dominican Rep.,DOM,2010,142.70337,107.9512
Dominican Rep.,DOM,2011,145.12502,113.64272
Dominican Rep.,DOM,2012,152.04195,122.264656
Dominican Rep.,DOM,2013,144.03993,118.40889
Dominican Rep.,DOM,2014,134.81049,114.036316
Dominican Rep.,DOM,2015,125.724655,108.902435
Dominican Rep.,DOM,2016,126.50275,112.62061
Dominican Rep.,DOM,2017,121.8079,111.4609
Dominican Rep.,DOM,2018,128.6926,120.653336
Ecuador,ECU,1966,105.42775,58.506264
Ecuador,ECU,1967,110.327255,59.47829
Ecuador,ECU,1968,127.25602,69.58394
Ecuador,ECU,1969,147.31992,78.84157
Ecuador,ECU,1970,140.58081,73.747284
Ecuador,ECU,1971,160.1118,85.21921
Ecuador,ECU,1972,165.77026,85.9181
Ecuador,ECU,1973,175.03415,89.934105
Ecuador,ECU,1974,183.94551,93.44022
Ecuador,ECU,1975,189.59067,92.26039
Ecuador,ECU,1977,198.4692,92.09899
Ecuador,ECU,1978,199.81494,91.49367
Ecuador,ECU,1979,197.68915,87.05286
Ecuador,ECU,1980,199.33098,84.951515
Ecuador,ECU,1981,168.3506,85.63428
Ecuador,ECU,1982,199.58377,85.37861
Ecuador,ECU,1983,177.07674,92.97829
Ecuador,ECU,1984,204.51555,85.61554
Ecuador,ECU,1985,210.46315,86.956985
Ecuador,ECU,1986,202.2537,83.14674
Ecuador,ECU,1987,182.49266,81.84677
Ecuador,ECU,1988,188.74991,83.709854
Ecuador,ECU,1989,172.24478,91.2642
Ecuador,ECU,1990,164.17834,87.12792
Ecuador,ECU,1991,182.41707,94.34663
Ecuador,ECU,1992,168.22762,93.345276
Ecuador,ECU,1993,164.50328,92.797806
Ecuador,ECU,1994,175.61005,102.96216
Ecuador,ECU,1995,138.18456,80.85408
Ecuador,ECU,1996,144.6423,86.352646
Ecuador,ECU,1997,143.85085,88.02277
Ecuador,ECU,1998,155.12625,97.36484
Ecuador,ECU,1999,157.7338,100.19197
Ecuador,ECU,2000,151.84665,98.011826
Ecuador,ECU,2001,144.5497,95.58899
Ecuador,ECU,2002,144.33179,97.98786
Ecuador,ECU,2003,135.48927,94.34034
Ecuador,ECU,2004,126.07738,89.07513
Ecuador,ECU,2005,128.51773,92.196884
Ecuador,ECU,2006,127.83986,94.1862
Ecuador,ECU,2007,123.99479,93.37213
Ecuador,ECU,2008,124.04325,95.4819
Ecuador,ECU,2009,112.37742,88.16587
Ecuador,ECU,2010,112.988464,90.273094
Ecuador,ECU,2011,109.16169,89.59659
Ecuador,ECU,2012,110.94924,92.97471
Ecuador,ECU,2013,107.53527,92.12812
Ecuador,ECU,2014,103.9668,91.12428
Ecuador,ECU,2015,104.44651,93.30114
Ecuador,ECU,2016,110.30145,100.79973
Ecuador,ECU,2017,112.29959,105.23456
Ecuador,ECU,2018,113.49277,108.573
Ecuador,ECU,2019,112.82131,110.32792
Ecuador,ECU,2020,167.46765,165.76495
Ecuador,ECU,2021,138.85449,142.27037
Ecuador,ECU,2022,134.66649,142.47495
Egypt,EGY,1965,259.16006,142.25995
Egypt,EGY,1966,310.31778,169.76976
Egypt,EGY,1967,301.06958,168.51804
Egypt,EGY,1970,285.6741,172.3453
Egypt,EGY,1971,255.51984,156.87059
Egypt,EGY,1972,264.52744,163.48381
Egypt,EGY,1973,263.5961,162.6141
Egypt,EGY,1974,265.74808,165.07309
Egypt,EGY,1975,316.07977,199.78654
Egypt,EGY,1976,315.68384,199.67162
Egypt,EGY,1977,294.19012,190.58215
Egypt,EGY,1978,308.8988,197.83536
Egypt,EGY,1979,291.7229,188.83095
Egypt,EGY,1980,294.53632,187.8175
Egypt,EGY,1987,463.11847,296.35693
Egypt,EGY,1991,508.06305,309.85703
Egypt,EGY,1992,488.0054,298.32538
Egypt,EGY,2000,343.8625,212.3459
Egypt,EGY,2001,370.43494,229.62494
Egypt,EGY,2002,388.4109,239.76204
Egypt,EGY,2003,398.87482,245.31041
Egypt,EGY,2004,410.57364,254.54324
Egypt,EGY,2005,415.0234,255.57716
Egypt,EGY,2006,415.83582,260.70306
Egypt,EGY,2007,408.6981,259.64398
Egypt,EGY,2008,413.64447,264.1441
Egypt,EGY,2009,420.17242,268.4397
Egypt,EGY,2010,422.1846,268.46628
Egypt,EGY,2011,402.42648,258.84058
Egypt,EGY,2012,431.08328,284.4476
Egypt,EGY,2013,375.15604,247.15103
Egypt,EGY,2014,525.55804,292.60168
Egypt,EGY,2015,456.01837,291.56378
Egypt,EGY,2016,421.99384,274.6247
Egypt,EGY,2017,422.62415,277.08713
Egypt,EGY,2018,445.49695,294.6194
Egypt,EGY,2019,459.27567,305.17868
El Salvador,SLV,1990,175.06308,90.5679
El Salvador,SLV,1991,162.97383,86.21919
El Salvador,SLV,1992,189.94562,95.71385
El Salvador,SLV,1993,187.76428,95.79151
El Salvador,SLV,1995,168.81773,96.151794
El Salvador,SLV,1996,186.91296,107.13649
El Salvador,SLV,1997,113.91677,66.35593
El Salvador,SLV,1998,119.95317,71.06187
El Salvador,SLV,1999,151.23602,93.00502
El Salvador,SLV,2000,154.4828,93.98879
El Salvador,SLV,2001,147.80168,93.77416
El Salvador,SLV,2002,136.93172,90.10194
El Salvador,SLV,2003,137.79686,93.45892
El Salvador,SLV,2004,130.76103,91.52035
El Salvador,SLV,2005,128.42879,91.3068
El Salvador,SLV,2006,127.23934,94.76266
El Salvador,SLV,2007,115.76989,89.78334
El Salvador,SLV,2008,118.56806,94.49157
El Salvador,SLV,2009,118.0668,96.48105
El Salvador,SLV,2010,116.83455,97.65721
El Salvador,SLV,2011,115.87059,100.55441
El Salvador,SLV,2012,101.47315,90.84755
El Salvador,SLV,2013,96.00634,89.16274
El Salvador,SLV,2014,97.9766,92.27771
El Salvador,SLV,2015,144.93712,139.34904
El Salvador,SLV,2016,120.03221,119.28618
El Salvador,SLV,2017,149.79337,153.53485
El Salvador,SLV,2018,116.26953,120.59346
Estonia,EST,1981,552.49976,763.47064
Estonia,EST,1982,532.7399,735.8668
Estonia,EST,1985,580.13324,813.6274
Estonia,EST,1986,534.3608,754.83026
Estonia,EST,1987,534.0184,761.13806
Estonia,EST,1988,528.72577,759.8743
Estonia,EST,1989,503.18994,726.9801
Estonia,EST,1990,520.03424,753.2626
Estonia,EST,1991,497.89667,728.2328
Estonia,EST,1992,510.92087,758.14154
Estonia,EST,1993,532.1113,804.61646
Estonia,EST,1994,546.3285,836.7783
Estonia,EST,1995,512.5388,797.4195
Estonia,EST,1996,466.8183,743.00964
Estonia,EST,1997,441.68048,719.02454
Estonia,EST,1998,463.96683,766.1475
Estonia,EST,1999,436.57117,734.487
Estonia,EST,2000,418.51855,714.5388
Estonia,EST,2001,412.61246,714.7823
Estonia,EST,2002,411.14386,723.7467
Estonia,EST,2003,403.63034,726.0418
Estonia,EST,2004,377.1333,690.0297
Estonia,EST,2005,364.5939,681.36774
Estonia,EST,2006,356.51855,682.1304
Estonia,EST,2007,341.78543,675.55273
Estonia,EST,2008,332.69943,678.63794
Estonia,EST,2009,311.14386,659.11584
Estonia,EST,2010,299.7598,657.16595
Estonia,EST,2011,270.76248,614.64215
Estonia,EST,2012,266.76788,627.3217
Estonia,EST,2013,257.8074,629.21234
Estonia,EST,2014,249.62689,627.59357
Estonia,EST,2015,234.79692,605.88403
Estonia,EST,2016,228.69485,605.948
Estonia,EST,2017,220.38667,606.5682
Estonia,EST,2018,214.42567,601.17017
Estonia,EST,2019,203.89206,578.73584
Estonia,EST,2020,200.67957,580.6858
Estonia,EST,2021,211.18497,631.5345
Estonia,EST,2022,198.76707,612.901
Fiji,FJI,1978,363.3933,157.8646
Fiji,FJI,2001,712.7391,348.55792
Fiji,FJI,2002,594.2188,301.00937
Fiji,FJI,2003,588.29767,302.0552
Fiji,FJI,2004,512.16254,266.5493
Fiji,FJI,2005,546.7559,288.095
Fiji,FJI,2006,470.9208,276.97586
Fiji,FJI,2007,419.18555,262.1414
Fiji,FJI,2008,417.51755,259.65237
Fiji,FJI,2009,506.37152,303.99338
Fiji,FJI,2011,449.4886,269.38477
Fiji,FJI,2012,409.63254,261.71323
Finland,FIN,1952,525.4051,412.37012
Finland,FIN,1953,527.36053,410.6634
Finland,FIN,1954,514.76074,403.87875
Finland,FIN,1955,541.1066,426.79703
Finland,FIN,1956,520.6742,414.67175
Finland,FIN,1957,494.58725,399.72247
Finland,FIN,1958,511.00793,411.70264
Finland,FIN,1959,503.17346,416.3519
Finland,FIN,1960,515.35156,431.5868
Finland,FIN,1961,523.49335,444.6761
Finland,FIN,1962,569.44824,486.70792
Finland,FIN,1963,560.43365,483.43024
Finland,FIN,1964,559.2504,491.1729
Finland,FIN,1965,575.2699,511.60242
Finland,FIN,1966,566.13544,513.44745
Finland,FIN,1967,554.01697,510.95383
Finland,FIN,1968,561.18744,523.90625
Finland,FIN,1969,553.4377,531.19794
Finland,FIN,1970,516.73517,509.8669
Finland,FIN,1971,518.3274,527.00507
Finland,FIN,1972,489.1439,502.53458
Finland,FIN,1973,468.49908,497.13895
Finland,FIN,1974,472.5394,508.84747
Finland,FIN,1975,441.62097,489.2285
Finland,FIN,1976,444.05008,506.84555
Finland,FIN,1977,422.06226,495.53693
Finland,FIN,1978,411.79883,496.89636
Finland,FIN,1979,397.00348,493.0006
Finland,FIN,1980,381.9822,486.2224
Finland,FIN,1981,385.26666,502.5625
Finland,FIN,1982,362.6541,487.01056
Finland,FIN,1983,357.04367,492.5038
Finland,FIN,1984,348.90573,491.4171
Finland,FIN,1985,361.42557,520.60297
Finland,FIN,1986,343.8016,505.1341
Finland,FIN,1987,332.80426,500.54742
Finland,FIN,1988,324.45938,499.56534
Finland,FIN,1989,312.85645,490.1096
Finland,FIN,1990,309.6336,493.12128
Finland,FIN,1991,298.41998,484.57227
Finland,FIN,1992,291.19748,482.2888
Finland,FIN,1993,287.4686,485.1966
Finland,FIN,1994,262.12457,448.61743
Finland,FIN,1995,263.389,459.72827
Finland,FIN,1996,242.86368,430.1493
Finland,FIN,1997,233.1649,421.68954
Finland,FIN,1998,227.74014,418.08496
Finland,FIN,1999,221.61002,416.22504
Finland,FIN,2000,216.72484,413.41068
Finland,FIN,2001,204.01494,400.674
Finland,FIN,2002,202.93417,406.35703
Finland,FIN,2003,195.67595,398.52185
Finland,FIN,2004,183.5047,377.91412
Finland,FIN,2005,177.1626,376.7373
Finland,FIN,2006,172.63411,379.3958
Finland,FIN,2007,169.939,384.06268
Finland,FIN,2008,164.55388,381.6954
Finland,FIN,2009,160.57681,381.3728
Finland,FIN,2010,156.82567,383.84576
Finland,FIN,2011,149.4482,375.74197
Finland,FIN,2012,145.75644,375.4915
Finland,FIN,2013,137.10394,361.35504
Finland,FIN,2014,133.01434,359.66235
Finland,FIN,2015,128.76431,354.5807
Finland,FIN,2016,127.27719,358.97934
Finland,FIN,2017,121.44699,347.46292
Finland,FIN,2018,117.55106,343.12238
Finland,FIN,2019,111.606544,332.07733
Finland,FIN,2020,111.13455,335.76013
Finland,FIN,2021,109.57672,340.38876
Finland,FIN,2022,112.86014,352.78308
France,FRA,1950,319.75244,398.79318
France,FRA,1951,315.1511,396.64252
France,FRA,1952,312.97928,394.32306
France,FRA,1953,326.3665,414.45837
France,FRA,1954,309.21405,394.8765
France,FRA,1955,309.2842,397.70468
France,FRA,1956,320.85703,414.49167
France,FRA,1957,297.79932,386.49634
France,FRA,1958,291.11563,380.68808
France,FRA,1959,287.14233,380.32745
France,FRA,1960,288.52542,385.26886
France,FRA,1961,276.3049,372.30844
France,FRA,1962,293.80392,398.41525
France,FRA,1963,293.88428,398.97147
France,FRA,1964,268.37103,366.44492
France,FRA,1965,274.3391,377.56625
France,FRA,1966,263.3721,365.7475
France,FRA,1967,265.36475,373.0461
France,FRA,1968,276.77756,392.61093
France,FRA,1969,269.39804,406.2085
France,FRA,1970,257.9462,391.44232
France,FRA,1971,262.95303,402.4001
France,FRA,1972,257.1514,396.9383
France,FRA,1973,253.88924,396.68063
France,FRA,1974,252.60643,398.23325
France,FRA,1975,254.16003,406.45444
France,FRA,1976,244.79895,396.51248
France,FRA,1977,227.37428,373.59473
France,FRA,1978,227.16093,380.21194
France,FRA,1979,221.55974,376.41223
France,FRA,1980,219.71951,380.56442
France,FRA,1981,212.83838,374.81445
France,FRA,1982,205.32565,363.12143
France,FRA,1983,204.51428,367.96136
France,FRA,1984,195.35835,356.71478
France,FRA,1985,197.04294,366.69302
France,FRA,1986,196.64836,352.5658
France,FRA,1987,175.9396,335.39157
France,FRA,1988,166.75438,324.98206
France,FRA,1989,159.75732,318.76724
France,FRA,1990,152.611,307.6473
France,FRA,1991,151.19699,307.91302
France,FRA,1992,144.75856,298.17374
France,FRA,1993,143.61368,302.00818
France,FRA,1994,135.35071,289.35483
France,FRA,1995,135.17442,295.24365
France,FRA,1996,134.31783,296.82156
France,FRA,1997,129.9147,289.5825
France,FRA,1998,131.87296,282.56525
France,FRA,1999,128.27147,281.32288
France,FRA,2000,123.24474,274.9148
France,FRA,2001,120.396965,270.5693
France,FRA,2002,117.754364,264.91223
France,FRA,2003,117.48878,265.6544
France,FRA,2004,106.60366,242.932
France,FRA,2005,104.80716,245.64925
France,FRA,2006,97.508545,236.13403
France,FRA,2007,93.52184,234.44855
France,FRA,2008,91.38275,235.39584
France,FRA,2009,87.338234,231.31825
France,FRA,2010,83.51001,227.45697
France,FRA,2011,78.52397,219.35187
France,FRA,2012,77.15069,222.51111
France,FRA,2013,74.093636,217.7644
France,FRA,2014,70.93563,212.36722
France,FRA,2015,71.84106,220.33661
France,FRA,2016,69.30401,217.234
France,FRA,2017,68.016174,216.77255
France,FRA,2018,66.98589,216.55551
France,FRA,2019,63.408577,207.91273
France,FRA,2020,61.39927,201.76025
France,FRA,2021,62.00982,205.52782
France,FRA,2022,62.61863,208.02477
French Guiana,GUF,1968,250.22662,178.28932
French Guiana,GUF,1969,194.9693,134.3358
French Guiana,GUF,1970,221.53569,141.87357
French Guiana,GUF,1971,232.8506,157.16617
French Guiana,GUF,1972,289.36795,183.34666
French Guiana,GUF,1973,341.8486,219.3646
French Guiana,GUF,1974,286.91672,176.08217
French Guiana,GUF,1975,274.49918,161.85547
French Guiana,GUF,1976,408.66904,255.19441
French Guiana,GUF,1977,367.47925,227.15126
French Guiana,GUF,1978,354.30435,213.14043
French Guiana,GUF,1979,308.61728,150.22762
French Guiana,GUF,2001,141.00256,69.81356
French Guiana,GUF,2002,162.16183,84.013374
French Guiana,GUF,2003,169.10321,85.550514
French Guiana,GUF,2004,125.06635,68.607475
French Guiana,GUF,2005,143.75662,74.88754
French Guiana,GUF,2006,113.95146,62.413647
French Guiana,GUF,2007,114.20348,63.37165
French Guiana,GUF,2008,128.53722,71.62291
French Guiana,GUF,2009,105.16384,59.76971
French Guiana,GUF,2010,101.55939,62.231224
French Guiana,GUF,2011,84.60175,53.227493
French Guiana,GUF,2012,101.658966,58.276493
French Guiana,GUF,2013,89.23487,53.402073
French Guiana,GUF,2014,96.01704,56.520905
French Guiana,GUF,2015,118.68703,66.283775
French Guiana,GUF,2016,123.292656,72.43644
Georgia,GEO,1981,501.84167,539.7259
Georgia,GEO,1982,493.44162,530.2886
Georgia,GEO,1985,516.7116,570.12836
Georgia,GEO,1986,506.59308,563.10315
Georgia,GEO,1987,502.402,561.8933
Georgia,GEO,1988,506.6611,571.0115
Georgia,GEO,1989,489.59818,558.41656
Georgia,GEO,1990,471.55045,546.3471
Georgia,GEO,1991,486.23328,569.41406
Georgia,GEO,1992,515.0074,609.08887
Georgia,GEO,1994,400.77087,612.10803
Georgia,GEO,1995,472.94272,575.5383
Georgia,GEO,1996,421.42953,519.1435
Georgia,GEO,1997,465.5882,584.4229
Georgia,GEO,1998,486.51987,622.5278
Georgia,GEO,1999,495.91217,645.1207
Georgia,GEO,2000,508.78705,672.22687
Georgia,GEO,2001,480.57352,646.01215
Georgia,GEO,2004,515.55206,728.07904
Georgia,GEO,2005,435.14157,630.2334
Georgia,GEO,2006,425.71997,644.9523
Georgia,GEO,2007,403.2449,627.9054
Georgia,GEO,2009,361.98102,583.2143
Georgia,GEO,2010,188.34387,322.78708
Georgia,GEO,2011,222.69722,398.82678
Georgia,GEO,2012,244.17152,445.38715
Georgia,GEO,2013,223.99146,416.58496
Georgia,GEO,2014,292.80533,553.23315
Georgia,GEO,2015,308.6975,561.8376
Georgia,GEO,2016,265.23315,482.54797
Georgia,GEO,2017,292.37363,532.64435
Georgia,GEO,2018,317.1119,578.22943
Georgia,GEO,2019,315.5584,576.5342
Georgia,GEO,2020,321.16718,588.14594
Georgia,GEO,2021,325.75684,596.1263
Georgia,GEO,2023,252.92833,460.2094
Germany,DEU,1990,295.7496,583.3742
Germany,DEU,1991,287.94376,569.82935
Germany,DEU,1992,272.89386,542.51843
Germany,DEU,1993,271.24405,543.1145
Germany,DEU,1994,260.52716,528.77844
Germany,DEU,1995,254.40712,525.841
Germany,DEU,1996,247.93874,520.03217
Germany,DEU,1997,239.5175,506.75366
Germany,DEU,1998,234.27487,501.5275
Germany,DEU,1999,226.69191,494.74823
Germany,DEU,2000,215.06265,480.66
Germany,DEU,2001,209.78607,475.74576
Germany,DEU,2002,209.12198,477.40903
Germany,DEU,2003,209.81192,480.63638
Germany,DEU,2004,192.4521,446.62582
Germany,DEU,2005,185.7733,445.4786
Germany,DEU,2006,175.27658,435.8034
Germany,DEU,2007,169.63908,436.02295
Germany,DEU,2008,163.34212,434.40085
Germany,DEU,2009,158.88637,435.37466
Germany,DEU,2010,152.61641,431.38443
Germany,DEU,2011,143.6206,418.4841
Germany,DEU,2012,142.56642,426.30408
Germany,DEU,2013,145.48692,439.5689
Germany,DEU,2014,135.62076,417.44327
Germany,DEU,2015,139.02193,436.56604
Germany,DEU,2016,129.45697,411.28412
Germany,DEU,2017,128.4568,416.8116
Germany,DEU,2018,127.02289,416.4655
Germany,DEU,2019,119.028015,398.60297
Germany,DEU,2020,118.52573,406.44235
Greece,GRC,1961,206.57112,208.44249
Greece,GRC,1962,220.318,225.58385
Greece,GRC,1963,224.80438,232.65248
Greece,GRC,1964,226.1632,236.16986
Greece,GRC,1965,232.54855,242.56459
Greece,GRC,1966,225.95879,239.64429
Greece,GRC,1967,242.56653,262.83484
Greece,GRC,1968,246.864,268.92578
Greece,GRC,1969,249.39804,275.70517
Greece,GRC,1970,226.87756,288.8386
Greece,GRC,1971,236.45543,303.55698
Greece,GRC,1972,239.54056,314.51523
Greece,GRC,1973,242.04848,323.95203
Greece,GRC,1974,238.30664,325.67508
Greece,GRC,1975,244.29837,339.3025
Greece,GRC,1976,250.19345,351.6668
Greece,GRC,1977,253.63863,360.48984
Greece,GRC,1978,248.89008,358.9316
Greece,GRC,1979,258.93204,379.65775
Greece,GRC,1980,270.6086,401.14078
Greece,GRC,1981,262.09192,392.55246
Greece,GRC,1982,262.23798,398.8253
Greece,GRC,1983,271.96994,422.15158
Greece,GRC,1984,261.603,413.13486
Greece,GRC,1985,281.05872,451.7379
Greece,GRC,1986,280.91324,460.59656
Greece,GRC,1987,290.01562,483.47617
Greece,GRC,1988,280.53412,475.78958
Greece,GRC,1989,276.37332,474.81046
Greece,GRC,1990,275.82013,483.03726
Greece,GRC,1991,271.32523,482.14352
Greece,GRC,1992,261.9521,468.97595
Greece,GRC,1993,251.75992,456.4411
Greece,GRC,1994,258.38913,472.71722
Greece,GRC,1995,261.97885,483.14005
Greece,GRC,1996,259.76926,481.8123
Greece,GRC,1997,254.23569,475.57974
Greece,GRC,1998,257.67957,487.0922
Greece,GRC,1999,250.7349,478.08398
Greece,GRC,2000,248.34215,478.8936
Greece,GRC,2001,241.73756,470.44037
Greece,GRC,2002,237.50545,471.10556
Greece,GRC,2003,238.32616,478.6397
Greece,GRC,2004,229.08528,462.40485
Greece,GRC,2005,214.1032,447.93155
Greece,GRC,2006,207.37254,450.9831
Greece,GRC,2007,200.5237,447.95566
Greece,GRC,2008,189.0351,437.9612
Greece,GRC,2009,179.13646,429.44315
Greece,GRC,2010,167.68398,421.89484
Greece,GRC,2011,161.46231,422.48578
Greece,GRC,2012,160.4481,448.29147
Greece,GRC,2013,146.49432,422.62637
Greece,GRC,2014,138.75427,414.48285
Greece,GRC,2015,138.75545,428.90817
Greece,GRC,2016,130.12901,409.8742
Greece,GRC,2017,133.82706,436.47888
Greece,GRC,2018,124.91584,415.45163
Greece,GRC,2019,122.66516,412.5896
Greece,GRC,2020,122.889305,427.59845
Greece,GRC,2021,126.03786,445.5139
Greece,GRC,2022,118.77363,424.80093
Grenada,GRD,1985,475.8661,339.18317
Grenada,GRD,1988,312.84134,271.0
Grenada,GRD,1989,337.10147,285.79092
Grenada,GRD,1990,375.51263,311.22995
Grenada,GRD,1991,335.0484,295.35864
Grenada,GRD,1992,299.4382,268.61523
Grenada,GRD,1993,332.6112,310.4958
Grenada,GRD,1994,378.66855,330.1393
Grenada,GRD,1995,344.52817,299.1385
Grenada,GRD,1996,263.68777,228.7106
Grenada,GRD,2001,219.96877,201.45474
Grenada,GRD,2002,320.328,303.9543
Grenada,GRD,2003,275.9295,263.44888
Grenada,GRD,2004,313.01166,302.83572
Grenada,GRD,2005,295.19193,284.7288
Grenada,GRD,2006,253.4843,262.072
Grenada,GRD,2007,220.62918,235.76385
Grenada,GRD,2008,267.77316,304.39236
Grenada,GRD,2009,226.7567,255.22502
Grenada,GRD,2010,232.84807,273.92618
Grenada,GRD,2011,210.97194,249.073
Grenada,GRD,2012,217.86699,261.52673
Grenada,GRD,2013,213.24658,264.39862
Grenada,GRD,2014,266.5566,325.0629
Grenada,GRD,2015,201.32646,247.26503
Grenada,GRD,2016,232.91269,284.77884
Grenada,GRD,2017,210.1432,258.8524
Grenada,GRD,2018,231.63466,285.31952
Grenada,GRD,2019,223.70921,278.56396
Grenada,GRD,2020,277.60062,340.37485
Grenada,GRD,2021,288.18198,353.03174
Grenada,GRD,2022,275.17325,347.21304
Grenada,GRD,2023,269.36072,343.28058
Guadeloupe,GLP,1974,267.10147,186.60933
Guadeloupe,GLP,1981,231.1337,198.25429
Guadeloupe,GLP,2000,136.50023,185.5226
Guadeloupe,GLP,2001,131.15324,180.61194
Guadeloupe,GLP,2002,139.93745,199.69434
Guadeloupe,GLP,2003,126.091156,190.08908
Guadeloupe,GLP,2004,136.50981,205.14058
Guadeloupe,GLP,2005,131.17624,214.19495
Guadeloupe,GLP,2006,123.08908,206.81262
Guadeloupe,GLP,2007,107.34674,186.13551
Guadeloupe,GLP,2008,104.56326,188.87775
Guadeloupe,GLP,2009,111.96,202.98534
Guadeloupe,GLP,2010,100.163574,192.08464
Guadeloupe,GLP,2011,89.10082,183.17989
Guadeloupe,GLP,2012,82.7844,172.82816
Guadeloupe,GLP,2013,82.05825,176.25345
Guadeloupe,GLP,2014,86.86966,194.11234
Guadeloupe,GLP,2015,69.13228,158.8987
Guadeloupe,GLP,2016,78.17304,190.3628
Guatemala,GTM,1963,170.92368,43.416965
Guatemala,GTM,1964,177.25351,51.405342
Guatemala,GTM,1965,118.79217,51.577286
Guatemala,GTM,1966,134.7948,50.32761
Guatemala,GTM,1967,123.32773,47.59128
Guatemala,GTM,1968,134.85732,51.735676
Guatemala,GTM,1969,117.979385,47.80888
Guatemala,GTM,1970,133.46228,50.464336
Guatemala,GTM,1971,117.35002,45.63635
Guatemala,GTM,1974,115.822556,50.541454
Guatemala,GTM,1975,128.32224,49.955486
Guatemala,GTM,1976,116.770454,45.83879
Guatemala,GTM,1977,114.59956,49.101944
Guatemala,GTM,1978,131.21564,53.952274
Guatemala,GTM,1979,137.82692,55.824924
Guatemala,GTM,1980,128.77698,49.866417
Guatemala,GTM,1981,140.28012,54.45666
Guatemala,GTM,1984,149.03908,57.2093
Guatemala,GTM,1986,132.24927,54.22698
Guatemala,GTM,1987,128.70676,53.350414
Guatemala,GTM,1988,136.31992,56.40891
Guatemala,GTM,1989,132.39447,54.825912
Guatemala,GTM,1990,140.52219,57.060738
Guatemala,GTM,1991,142.41783,59.842228
Guatemala,GTM,1992,150.13629,64.15998
Guatemala,GTM,1993,158.60147,69.033226
Guatemala,GTM,1994,177.95993,77.47513
Guatemala,GTM,1995,172.93703,74.11258
Guatemala,GTM,1996,156.56097,69.12957
Guatemala,GTM,1997,159.82338,72.37569
Guatemala,GTM,1998,174.79984,80.316154
Guatemala,GTM,1999,157.98727,72.73955
Guatemala,GTM,2000,132.72223,61.481056
Guatemala,GTM,2001,129.5208,61.526485
Guatemala,GTM,2002,119.49749,57.712242
Guatemala,GTM,2003,152.3809,75.373116
Guatemala,GTM,2004,125.31807,62.561905
Guatemala,GTM,2005,134.28586,66.760704
Guatemala,GTM,2006,142.72949,73.08341
Guatemala,GTM,2007,148.06018,77.122246
Guatemala,GTM,2008,139.14426,73.94462
Guatemala,GTM,2009,123.1029,66.53971
Guatemala,GTM,2010,127.315865,70.168884
Guatemala,GTM,2011,132.25389,74.654816
Guatemala,GTM,2012,132.26907,76.69554
Guatemala,GTM,2013,132.40915,78.469765
Guatemala,GTM,2014,134.76042,80.7876
Guatemala,GTM,2015,129.68787,79.16355
Guatemala,GTM,2016,124.776535,78.145935
Guatemala,GTM,2017,120.902435,77.40481
Guatemala,GTM,2018,116.634636,75.90512
Guatemala,GTM,2019,116.84735,77.291595
Guatemala,GTM,2020,137.88995,92.104256
Guatemala,GTM,2021,166.2121,113.40909
Guatemala,GTM,2022,134.07932,93.75787
Guyana,GUY,1977,727.8268,216.17284
Guyana,GUY,1979,476.13434,212.48555
Guyana,GUY,1984,331.42413,163.46153
Guyana,GUY,1988,382.4189,193.03554
Guyana,GUY,1989,549.3808,279.51205
Guyana,GUY,1990,521.9059,262.87857
Guyana,GUY,1991,475.489,240.84119
Guyana,GUY,1992,407.8625,208.78918
Guyana,GUY,1993,469.03738,239.87462
Guyana,GUY,1994,422.5616,214.2586
Guyana,GUY,1995,486.3277,244.0591
Guyana,GUY,1996,416.23645,210.17488
Guyana,GUY,1997,440.6981,228.50508
Guyana,GUY,1998,439.22287,228.71455
Guyana,GUY,1999,316.6495,164.73827
