Entity,Code,Year,"Age-standardized deaths from cardiovascular diseases in both sexes in those aged all ages per 100,000 people","Deaths from cardiovascular diseases per 100,000 people in both sexes aged all ages"
Albania,ALB,1987,331.37842,207.66556
Albania,ALB,1988,333.6215,209.90408
Albania,ALB,1989,339.1301,213.64378
Albania,ALB,1992,289.6585,198.14426
Albania,ALB,1993,264.37045,186.99289
Albania,ALB,1994,236.3284,171.5178
Albania,ALB,1995,290.53366,206.87001
Albania,ALB,1996,314.9575,224.39842
Albania,ALB,1997,281.10385,202.38847
Albania,ALB,1998,314.32132,221.79823
Albania,ALB,1999,288.9499,204.24498
Albania,ALB,2000,349.8244,251.79832
Albania,ALB,2001,277.15262,244.87868
Albania,ALB,2002,298.93408,261.40103
Albania,ALB,2003,328.60852,289.87057
Albania,ALB,2004,312.56067,284.30612
Albania,ALB,2005,294.53677,292.77866
Albania,ALB,2006,281.12512,294.56473
Albania,ALB,2007,239.36775,259.93082
Albania,ALB,2008,279.01453,316.25342
Albania,ALB,2009,264.95486,312.0728
Albania,ALB,2010,184.45703,228.76532
Antigua and Barbuda,ATG,1961,378.4812,194.64285
Antigua and Barbuda,ATG,1962,381.81592,189.65517
Antigua and Barbuda,ATG,1963,401.75586,226.2295
Antigua and Barbuda,ATG,1964,357.03195,203.33333
Antigua and Barbuda,ATG,1966,470.8961,298.33334
Antigua and Barbuda,ATG,1969,318.32715,198.4127
Antigua and Barbuda,ATG,1970,554.5336,260.21783
Antigua and Barbuda,ATG,1971,565.9357,284.35135
Antigua and Barbuda,ATG,1972,597.7632,297.8186
Antigua and Barbuda,ATG,1973,579.50885,259.23016
Antigua and Barbuda,ATG,1974,628.1369,304.1825
Antigua and Barbuda,ATG,1975,587.698,299.9601
Antigua and Barbuda,ATG,1976,617.3869,309.45853
Antigua and Barbuda,ATG,1977,573.5276,318.53793
Antigua and Barbuda,ATG,1978,408.92725,232.12328
Antigua and Barbuda,ATG,1983,269.01956,216.8741
Antigua and Barbuda,ATG,1985,337.97183,265.4323
Antigua and Barbuda,ATG,1986,308.56305,255.85387
Antigua and Barbuda,ATG,1987,334.39246,285.17264
Antigua and Barbuda,ATG,1988,362.64005,304.34995
Antigua and Barbuda,ATG,1989,264.45505,235.45349
Antigua and Barbuda,ATG,1990,302.57874,254.28609
Antigua and Barbuda,ATG,1991,265.8481,225.66951
Antigua and Barbuda,ATG,1992,306.7622,274.54205
Antigua and Barbuda,ATG,1993,298.78052,266.05045
Antigua and Barbuda,ATG,1994,266.757,244.0331
Antigua and Barbuda,ATG,1995,268.94742,230.08592
Antigua and Barbuda,ATG,1998,282.2647,247.18672
Antigua and Barbuda,ATG,1999,294.9562,257.1176
Antigua and Barbuda,ATG,2000,213.94537,178.9097
Antigua and Barbuda,ATG,2001,235.6646,203.33627
Antigua and Barbuda,ATG,2002,215.96507,187.75145
Antigua and Barbuda,ATG,2003,257.58002,232.03026
Antigua and Barbuda,ATG,2004,238.383,217.8351
Antigua and Barbuda,ATG,2005,255.59813,234.45651
Antigua and Barbuda,ATG,2006,221.31737,207.9706
Antigua and Barbuda,ATG,2007,199.60213,189.22714
Antigua and Barbuda,ATG,2008,221.87457,214.29324
Antigua and Barbuda,ATG,2009,157.05225,151.01561
Antigua and Barbuda,ATG,2010,125.37917,121.55223
Antigua and Barbuda,ATG,2011,162.99594,163.57994
Antigua and Barbuda,ATG,2012,183.7352,188.03438
Antigua and Barbuda,ATG,2013,177.7924,183.57446
Antigua and Barbuda,ATG,2014,218.22522,227.95532
Antigua and Barbuda,ATG,2015,181.09926,192.37758
Antigua and Barbuda,ATG,2016,176.05775,192.53758
Antigua and Barbuda,ATG,2017,192.16563,210.63441
Antigua and Barbuda,ATG,2018,187.48418,210.83023
Antigua and Barbuda,ATG,2019,216.84155,248.15173
Antigua and Barbuda,ATG,2020,197.00922,228.73715
Antigua and Barbuda,ATG,2021,158.47339,188.39067
Argentina,ARG,1966,335.62057,247.17627
Argentina,ARG,1967,375.84045,287.5044
Argentina,ARG,1968,396.51794,313.95813
Argentina,ARG,1969,428.27173,350.15366
Argentina,ARG,1970,418.71698,345.99738
Argentina,ARG,1977,405.9636,366.96396
Argentina,ARG,1978,401.04254,362.01462
Argentina,ARG,1979,417.43887,373.898
Argentina,ARG,1980,399.34442,386.07745
Argentina,ARG,1981,399.25558,377.86325
Argentina,ARG,1982,370.11154,360.84094
Argentina,ARG,1983,402.15405,391.58286
Argentina,ARG,1984,410.7449,393.54083
Argentina,ARG,1985,380.31046,360.77084
Argentina,ARG,1986,378.52267,358.77817
Argentina,ARG,1987,379.20407,357.653
Argentina,ARG,1988,353.71768,356.07104
Argentina,ARG,1989,341.54858,347.767
Argentina,ARG,1990,347.03247,358.07498
Argentina,ARG,1991,331.42654,337.32217
Argentina,ARG,1992,336.09177,340.7558
Argentina,ARG,1993,328.75882,339.9441
Argentina,ARG,1994,295.6187,306.3118
Argentina,ARG,1995,305.76575,311.7601
Argentina,ARG,1996,287.45767,297.28217
Argentina,ARG,1997,234.82921,262.2371
Argentina,ARG,1998,235.62079,266.27505
Argentina,ARG,1999,237.77393,271.28476
Argentina,ARG,2000,216.99747,248.18022
Argentina,ARG,2001,215.14868,252.10022
Argentina,ARG,2002,212.10309,251.78502
Argentina,ARG,2003,207.15826,249.5099
Argentina,ARG,2004,194.51419,236.25446
Argentina,ARG,2005,188.04074,230.25778
Argentina,ARG,2006,182.73055,228.17328
Argentina,ARG,2007,187.65993,238.99379
Argentina,ARG,2008,174.23799,223.99112
Argentina,ARG,2009,169.95134,220.42455
Argentina,ARG,2010,179.86206,235.96584
Argentina,ARG,2011,173.71593,231.91151
Argentina,ARG,2012,168.57495,227.67944
Argentina,ARG,2013,161.67715,221.17009
Argentina,ARG,2014,155.36261,213.89616
Argentina,ARG,2015,159.68933,221.5649
Argentina,ARG,2016,165.11478,232.47203
Argentina,ARG,2017,155.17032,221.26839
Argentina,ARG,2018,150.7534,216.01334
Argentina,ARG,2019,150.35957,217.20082
Argentina,ARG,2020,147.20428,215.13295
Argentina,ARG,2021,159.7745,235.5028
Argentina,ARG,2022,159.9662,239.21199
Armenia,ARM,1981,324.53964,237.2936
Armenia,ARM,1982,363.07233,265.48984
Armenia,ARM,1985,385.95648,287.93787
Armenia,ARM,1986,382.3387,288.23312
Armenia,ARM,1987,387.3951,292.97763
Armenia,ARM,1988,401.34216,297.24506
Armenia,ARM,1989,423.02716,313.1087
Armenia,ARM,1990,424.95636,323.51712
Armenia,ARM,1991,421.83612,332.715
Armenia,ARM,1992,451.3178,360.61972
Armenia,ARM,1993,479.2473,390.56094
Armenia,ARM,1994,411.10696,339.107
Armenia,ARM,1995,420.88538,357.87234
Armenia,ARM,1996,405.86325,351.1766
Armenia,ARM,1997,376.59076,336.63498
Armenia,ARM,1998,350.21832,325.00592
Armenia,ARM,1999,357.95068,343.7434
Armenia,ARM,2000,332.6742,347.09656
Armenia,ARM,2001,330.90414,344.81018
Armenia,ARM,2002,461.39658,436.75995
Armenia,ARM,2003,463.36203,443.8435
Armenia,ARM,2006,364.11295,459.28296
Armenia,ARM,2007,354.03165,460.47592
Armenia,ARM,2008,403.02014,423.03244
Armenia,ARM,2009,349.8879,468.30225
Armenia,ARM,2010,343.95685,474.64325
Armenia,ARM,2011,323.52078,462.8828
Armenia,ARM,2012,322.80957,440.78836
Armenia,ARM,2013,307.88495,428.85803
Armenia,ARM,2014,312.74008,440.20267
Armenia,ARM,2015,296.68723,426.58096
Armenia,ARM,2016,306.29126,453.4876
Armenia,ARM,2017,334.87628,518.55164
Armenia,ARM,2018,310.9402,478.5448
Armenia,ARM,2019,304.684,474.87207
Armenia,ARM,2020,375.8216,577.27295
Armenia,ARM,2021,352.69336,558.7699
Armenia,ARM,2022,298.2016,479.6836
Armenia,ARM,2023,244.60516,437.29742
Australia,AUS,1950,493.1095,462.99533
Australia,AUS,1951,512.7595,478.6207
Australia,AUS,1952,516.4505,480.1482
Australia,AUS,1953,497.5593,464.03412
Australia,AUS,1954,501.36963,468.93674
Australia,AUS,1955,492.46622,461.4172
Australia,AUS,1956,510.82028,477.3752
Australia,AUS,1957,481.73795,450.93463
Australia,AUS,1958,475.19052,446.03958
Australia,AUS,1959,491.94928,463.73453
Australia,AUS,1960,488.99515,464.3017
Australia,AUS,1961,475.46445,453.9312
Australia,AUS,1962,490.12225,472.58047
Australia,AUS,1963,490.15717,475.3688
Australia,AUS,1964,507.4913,494.71298
Australia,AUS,1965,496.11572,486.14307
Australia,AUS,1966,504.06555,497.13864
Australia,AUS,1967,482.58133,476.4855
Australia,AUS,1968,514.8331,507.37805
Australia,AUS,1969,484.68463,477.24863
Australia,AUS,1970,497.55493,490.7175
Australia,AUS,1971,483.0408,475.17953
Australia,AUS,1972,467.93164,460.94608
Australia,AUS,1973,461.77042,456.99686
Australia,AUS,1974,473.06018,468.82288
Australia,AUS,1975,416.84753,426.89923
Australia,AUS,1976,416.36823,432.6255
Australia,AUS,1977,391.42667,409.88055
Australia,AUS,1978,375.40555,399.4947
Australia,AUS,1979,355.9882,385.25864
Australia,AUS,1980,346.9838,381.55023
Australia,AUS,1981,333.85736,375.4656
Australia,AUS,1982,331.64572,377.4838
Australia,AUS,1983,308.6825,356.14426
Australia,AUS,1984,305.52094,359.17563
Australia,AUS,1985,301.09277,361.25494
Australia,AUS,1986,276.90015,343.45502
Australia,AUS,1987,272.0751,344.25363
Australia,AUS,1988,257.7469,331.0336
Australia,AUS,1989,261.9465,340.34518
Australia,AUS,1990,239.63553,315.06808
Australia,AUS,1991,227.42978,305.68155
Australia,AUS,1992,226.56128,312.362
Australia,AUS,1993,212.17006,299.7327
Australia,AUS,1994,212.78877,307.88635
Australia,AUS,1995,197.34866,291.7368
Australia,AUS,1996,193.15578,293.35635
Australia,AUS,1997,181.99896,282.64517
Australia,AUS,1998,173.76103,277.16983
Australia,AUS,1999,165.07251,270.8517
Australia,AUS,2000,154.0971,260.17862
Australia,AUS,2001,147.2651,255.15576
Australia,AUS,2002,142.63034,254.12479
Australia,AUS,2003,134.5257,244.57236
Australia,AUS,2004,129.08118,236.15744
Australia,AUS,2006,119.39977,225.12611
Australia,AUS,2007,113.90773,222.8407
Australia,AUS,2008,113.730995,226.40143
Australia,AUS,2009,104.66892,210.38428
Australia,AUS,2010,99.70675,204.14832
Australia,AUS,2011,97.5968,204.28357
Australia,AUS,2012,91.154,193.75883
Australia,AUS,2013,87.79595,188.6678
Australia,AUS,2014,88.21639,191.74922
Australia,AUS,2015,86.83922,191.64432
Australia,AUS,2016,82.068214,182.65541
Australia,AUS,2017,79.26224,177.70448
Australia,AUS,2018,75.062035,168.55573
Australia,AUS,2019,76.41658,171.6333
Australia,AUS,2020,69.3306,158.63232
Australia,AUS,2021,70.66705,167.05591
Australia,AUS,2022,72.59429,173.83987
Australia,AUS,2023,66.80804,159.9074
Austria,AUT,1955,410.0745,502.90057
Austria,AUT,1956,430.77823,535.49854
Austria,AUT,1957,444.0302,564.3492
Austria,AUT,1958,417.11496,539.08466
Austria,AUT,1959,407.35556,537.34515
Austria,AUT,1960,414.4145,555.87085
Austria,AUT,1961,399.37622,540.02094
Austria,AUT,1962,412.1969,570.80743
Austria,AUT,1963,388.48596,545.845
Austria,AUT,1964,374.72247,532.93695
Austria,AUT,1965,396.25003,569.235
Austria,AUT,1966,382.48853,552.7955
Austria,AUT,1967,408.79886,596.10266
Austria,AUT,1968,405.8634,597.16986
Austria,AUT,1969,417.8205,621.78546
Austria,AUT,1970,417.6453,627.7314
Austria,AUT,1971,419.16064,629.29834
Austria,AUT,1972,409.13358,625.06525
Austria,AUT,1973,388.74213,600.8561
Austria,AUT,1974,394.43027,617.2543
Austria,AUT,1975,401.4364,636.2452
Austria,AUT,1976,401.8031,645.06854
Austria,AUT,1977,386.54388,628.45325
Austria,AUT,1978,397.04288,654.8
Austria,AUT,1979,375.8615,629.4164
Austria,AUT,1980,384.2842,653.0759
Austria,AUT,1981,379.62192,647.4956
Austria,AUT,1982,369.72232,637.9206
Austria,AUT,1983,378.68967,662.0946
Austria,AUT,1984,350.60117,620.37177
Austria,AUT,1985,350.91806,633.2862
Austria,AUT,1986,337.73407,617.5465
Austria,AUT,1987,320.63748,592.12476
Austria,AUT,1988,311.30542,582.7047
Austria,AUT,1989,302.77338,573.5235
Austria,AUT,1990,290.7656,555.2205
Austria,AUT,1991,295.61993,567.42255
Austria,AUT,1992,291.15005,558.3806
Austria,AUT,1993,286.50574,550.4051
Austria,AUT,1994,275.81192,537.4668
Austria,AUT,1995,275.2907,546.6215
Austria,AUT,1996,274.33167,549.7036
Austria,AUT,1997,267.0061,539.5429
Austria,AUT,1998,260.6463,533.3474
Austria,AUT,1999,253.48994,526.8931
Austria,AUT,2000,235.8798,500.66367
Austria,AUT,2001,222.60655,477.28925
Austria,AUT,2002,209.40105,456.63757
Austria,AUT,2003,197.00291,430.06833
Austria,AUT,2004,180.48369,397.65268
Austria,AUT,2005,175.24156,396.77686
Austria,AUT,2006,167.76112,392.9512
Austria,AUT,2007,163.58752,396.18146
Austria,AUT,2008,154.68408,388.07715
Austria,AUT,2009,155.2084,398.2865
Austria,AUT,2010,150.69797,397.03058
Austria,AUT,2011,142.98404,385.93155
Austria,AUT,2012,144.6829,402.67917
Austria,AUT,2013,143.33409,402.26584
Austria,AUT,2014,135.48659,387.8308
Austria,AUT,2015,141.64326,411.80743
Austria,AUT,2016,130.9472,380.42035
Austria,AUT,2017,127.697716,376.63132
Austria,AUT,2018,125.111595,369.82443
Austria,AUT,2019,121.11068,362.12338
Austria,AUT,2020,120.46285,364.97214
Austria,AUT,2021,114.95767,349.65012
Austria,AUT,2022,111.6796,351.69318
Austria,AUT,2023,106.64756,341.5195
Azerbaijan,AZE,1981,432.27438,301.04123
Azerbaijan,AZE,1982,435.75827,304.3177
Azerbaijan,AZE,1985,459.33325,322.81076
Azerbaijan,AZE,1986,446.63678,312.0431
Azerbaijan,AZE,1987,470.78708,331.5454
Azerbaijan,AZE,1988,493.08148,344.0224
Azerbaijan,AZE,1989,434.27194,299.24222
Azerbaijan,AZE,1990,428.7994,295.25385
Azerbaijan,AZE,1991,447.40863,306.3136
Azerbaijan,AZE,1992,463.50146,318.17993
Azerbaijan,AZE,1993,490.32706,341.16605
Azerbaijan,AZE,1994,479.10165,336.28247
Azerbaijan,AZE,1995,490.7555,346.13058
Azerbaijan,AZE,1996,466.2843,330.72476
Azerbaijan,AZE,1997,453.4867,320.49307
Azerbaijan,AZE,1998,452.75443,311.9005
Azerbaijan,AZE,1999,464.10706,315.4407
Azerbaijan,AZE,2000,493.88245,325.58456
Azerbaijan,AZE,2001,457.93903,311.50754
Azerbaijan,AZE,2002,469.9084,324.3412
Azerbaijan,AZE,2003,484.54285,342.18677
Azerbaijan,AZE,2004,475.9079,343.04462
Azerbaijan,AZE,2007,416.46802,322.14233
Bahamas,BHS,1972,360.84964,183.0601
Bahamas,BHS,1975,256.02478,130.39215
Bahamas,BHS,1979,258.28046,129.91072
Bahamas,BHS,1980,342.64758,180.86626
Bahamas,BHS,1981,289.02002,178.09525
Bahamas,BHS,1983,204.05649,127.27273
Bahamas,BHS,1984,199.78546,128.81805
Bahamas,BHS,1985,262.14453,167.97215
Bahamas,BHS,1987,240.13625,153.35207
Bahamas,BHS,1993,238.36807,144.07724
Bahamas,BHS,1994,223.13124,137.54105
Bahamas,BHS,1995,251.60916,159.61263
Bahamas,BHS,1996,213.92105,130.29178
Bahamas,BHS,1997,260.99008,164.60304
Bahamas,BHS,1998,242.09314,158.63895
Bahamas,BHS,1999,217.9727,147.58792
Bahamas,BHS,2000,221.27394,153.66498
Bahamas,BHS,2001,233.66866,167.2075
Bahamas,BHS,2002,249.9995,183.96931
Bahamas,BHS,2003,207.32935,157.4431
Bahamas,BHS,2004,238.57785,178.4292
Bahamas,BHS,2005,240.10498,183.15639
Bahamas,BHS,2006,206.22737,159.19862
Bahamas,BHS,2007,210.66638,166.86969
Bahamas,BHS,2008,228.98378,181.56372
Bahamas,BHS,2009,248.21465,195.07787
Bahamas,BHS,2010,246.71785,194.39796
Bahamas,BHS,2011,243.10075,196.61937
Bahamas,BHS,2012,204.78943,169.14935
Bahamas,BHS,2013,199.8967,169.40428
Bahamas,BHS,2014,214.66217,185.08876
Bahamas,BHS,2015,228.0822,196.6831
Bahamas,BHS,2016,229.55475,205.85823
Bahrain,BHR,1985,269.0252,97.075745
Bahrain,BHR,1987,319.06235,112.44594
Bahrain,BHR,1988,355.8422,109.858536
Bahrain,BHR,1997,284.2831,104.54994
Bahrain,BHR,1998,232.76192,89.94623
Bahrain,BHR,1999,233.23648,88.76098
Bahrain,BHR,2000,219.77643,80.79914
Bahrain,BHR,2001,210.20467,80.854996
Bahrain,BHR,2002,214.20526,78.89589
Bahrain,BHR,2003,248.76419,84.2421
Bahrain,BHR,2004,217.85052,71.45921
Bahrain,BHR,2005,153.15858,59.290493
Bahrain,BHR,2006,141.33043,55.079956
Bahrain,BHR,2007,136.93015,59.078224
Bahrain,BHR,2008,137.42453,54.916374
Bahrain,BHR,2009,129.50404,51.934166
Bahrain,BHR,2010,166.06796,64.88722
Bahrain,BHR,2011,168.31404,68.36706
Bahrain,BHR,2012,166.51326,63.31042
Bahrain,BHR,2013,158.1471,63.800922
Bahrain,BHR,2014,120.86789,65.801384
Barbados,BRB,1960,403.24478,321.8884
Barbados,BRB,1961,518.8588,369.9571
Barbados,BRB,1962,452.2254,354.70087
Barbados,BRB,1963,430.41663,316.87762
Barbados,BRB,1964,438.44672,343.15353
Barbados,BRB,1966,394.99844,327.12552
Barbados,BRB,1967,381.30115,320.48193
Barbados,BRB,1968,388.3065,327.641
Barbados,BRB,1969,367.79865,318.59454
Barbados,BRB,1970,388.63333,361.26315
Barbados,BRB,1971,419.81842,392.46863
Barbados,BRB,1972,425.09943,393.33334
Barbados,BRB,1973,403.00458,374.4856
Barbados,BRB,1974,421.02023,393.03278
Barbados,BRB,1975,439.52536,404.4898
Barbados,BRB,1976,416.06662,420.77606
Barbados,BRB,1977,363.22144,370.1375
Barbados,BRB,1978,352.43256,354.14166
Barbados,BRB,1979,386.72574,394.8207
Barbados,BRB,1980,367.8128,354.4
Barbados,BRB,1981,328.62082,305.78842
Barbados,BRB,1982,274.23593,306.5226
Barbados,BRB,1983,292.79547,328.1746
Barbados,BRB,1984,296.35776,364.2489
Barbados,BRB,1985,313.13443,381.4229
Barbados,BRB,1986,280.9642,345.42587
Barbados,BRB,1987,273.91425,333.72412
Barbados,BRB,1988,275.06253,338.9105
Barbados,BRB,1989,267.45416,355.46875
Barbados,BRB,1990,245.96376,357.19846
Barbados,BRB,1991,234.8456,349.2248
Barbados,BRB,1992,250.19652,372.20078
Barbados,BRB,1993,243.0467,367.52795
Barbados,BRB,1994,250.54546,374.51886
Barbados,BRB,1995,243.99928,370.44147
Barbados,BRB,2000,192.03613,301.6408
Barbados,BRB,2001,123.41746,205.87157
Barbados,BRB,2002,153.4317,258.93756
Barbados,BRB,2003,182.96321,308.0243
Barbados,BRB,2004,142.975,241.93196
Barbados,BRB,2005,140.30847,254.41241
Barbados,BRB,2006,142.79459,251.19199
Barbados,BRB,2007,149.74908,259.41873
Barbados,BRB,2008,151.4941,273.267
Barbados,BRB,2009,142.41075,255.42148
Barbados,BRB,2010,127.46825,233.57944
Barbados,BRB,2011,135.39642,250.54155
Barbados,BRB,2012,124.58909,239.33649
Barbados,BRB,2013,136.90005,262.0508
Belarus,BLR,1981,430.78592,533.9038
Belarus,BLR,1982,432.73544,540.6263
Belarus,BLR,1985,492.17438,634.3132
Belarus,BLR,1986,446.29984,578.795
Belarus,BLR,1987,457.02924,597.93567
Belarus,BLR,1988,453.78506,601.6344
Belarus,BLR,1989,426.3481,568.0791
Belarus,BLR,1990,411.04684,545.7848
Belarus,BLR,1991,410.1991,544.12726
Belarus,BLR,1992,405.884,540.4941
Belarus,BLR,1993,460.82224,616.73157
Belarus,BLR,1994,463.2722,624.2833
Belarus,BLR,1995,471.4839,641.4579
Belarus,BLR,1996,526.33936,738.5612
Belarus,BLR,1997,483.05038,673.83563
Belarus,BLR,1998,495.27243,700.0441
Belarus,BLR,1999,525.20764,750.3986
Belarus,BLR,2000,498.23938,723.6512
Belarus,BLR,2001,524.78625,769.6159
Belarus,BLR,2002,535.832,797.7115
Belarus,BLR,2003,526.0676,797.7556
Belarus,BLR,2007,447.37866,724.7697
Belarus,BLR,2008,445.19748,729.4614
Belarus,BLR,2009,455.19818,755.4726
Belarus,BLR,2010,458.2694,778.6666
Belarus,BLR,2011,434.4543,741.1034
Belarus,BLR,2013,394.8182,699.42975
Belarus,BLR,2014,395.3987,712.15283
Belarus,BLR,2018,374.85355,718.0367
Belgium,BEL,1954,358.9636,463.70502
Belgium,BEL,1955,362.29227,472.80826
Belgium,BEL,1956,364.0638,478.83774
Belgium,BEL,1957,349.95038,466.1757
Belgium,BEL,1958,346.43726,463.8837
Belgium,BEL,1959,340.08145,458.67065
Belgium,BEL,1960,367.447,500.3948
Belgium,BEL,1961,354.2241,486.0843
Belgium,BEL,1962,400.95587,550.8391
Belgium,BEL,1963,422.4776,582.85034
Belgium,BEL,1964,386.25668,535.1824
Belgium,BEL,1965,406.3532,566.98773
Belgium,BEL,1966,383.1,538.35315
Belgium,BEL,1967,390.4405,552.93726
Belgium,BEL,1968,406.89532,579.9539
Belgium,BEL,1969,380.6269,547.4528
Belgium,BEL,1970,371.72095,538.56213
Belgium,BEL,1971,369.60654,539.5112
Belgium,BEL,1972,357.2144,524.5132
Belgium,BEL,1973,346.8209,515.75684
Belgium,BEL,1974,342.67575,514.7285
Belgium,BEL,1975,343.6607,523.90137
Belgium,BEL,1976,333.4592,512.1049
Belgium,BEL,1977,309.62262,481.11978
Belgium,BEL,1978,309.6122,485.0521
Belgium,BEL,1979,304.46512,486.55096
Belgium,BEL,1980,309.8522,498.10757
Belgium,BEL,1981,306.35135,502.3049
Belgium,BEL,1982,300.4351,503.5253
Belgium,BEL,1983,300.27768,509.31223
Belgium,BEL,1984,280.80167,480.07715
Belgium,BEL,1985,269.7577,477.00922
Belgium,BEL,1986,256.25735,464.29187
Belgium,BEL,1987,237.99896,429.4847
Belgium,BEL,1988,227.56454,414.0905
Belgium,BEL,1989,222.40886,412.85208
Belgium,BEL,1990,212.35492,398.94055
Belgium,BEL,1991,205.6404,391.17398
Belgium,BEL,1992,199.29042,383.2577
Belgium,BEL,1993,205.7175,400.55338
Belgium,BEL,1994,194.58472,383.36826
Belgium,BEL,1995,191.74777,385.47668
Belgium,BEL,1996,188.97003,385.67883
Belgium,BEL,1997,182.44392,373.16772
Belgium,BEL,1998,177.06024,368.33255
Belgium,BEL,1999,172.40718,362.072
Belgium,BEL,2000,173.59244,371.13522
Belgium,BEL,2001,164.27904,357.47583
Belgium,BEL,2002,165.15546,360.61914
Belgium,BEL,2003,162.822,357.25256
Belgium,BEL,2004,152.66313,338.77304
Belgium,BEL,2005,145.59904,330.19626
Belgium,BEL,2006,134.45697,311.87076
Belgium,BEL,2007,130.86119,311.33945
Belgium,BEL,2008,126.94927,309.4499
Belgium,BEL,2009,121.2675,301.94064
Belgium,BEL,2010,117.09027,296.9583
Belgium,BEL,2011,109.42321,281.87457
Belgium,BEL,2012,107.25553,283.51892
Belgium,BEL,2013,103.95497,280.12863
Belgium,BEL,2014,97.005714,266.8856
Belgium,BEL,2015,99.18513,278.20398
Belgium,BEL,2016,92.9712,263.73605
Belgium,BEL,2017,90.822235,261.11264
Belgium,BEL,2018,86.02336,250.76424
Belgium,BEL,2019,79.2536,237.6623
Belgium,BEL,2020,76.21669,227.87825
Belgium,BEL,2021,76.82834,228.34045
Belize,BLZ,1964,226.70326,122.2482
Belize,BLZ,1965,234.62416,135.69672
Belize,BLZ,1966,168.58409,89.62294
Belize,BLZ,1967,227.48087,130.44405
Belize,BLZ,1968,211.1069,113.73329
Belize,BLZ,1969,178.90689,95.58867
Belize,BLZ,1970,231.85172,128.49683
Belize,BLZ,1971,166.07233,94.354836
Belize,BLZ,1972,178.54538,104.85133
Belize,BLZ,1973,194.38354,106.818184
Belize,BLZ,1974,200.3964,111.76471
Belize,BLZ,1975,196.7433,112.14286
Belize,BLZ,1976,215.16217,120.833336
Belize,BLZ,1977,162.20233,89.87257
Belize,BLZ,1978,205.19788,121.56863
Belize,BLZ,1979,210.66922,119.620255
Belize,BLZ,1980,311.8919,152.0991
Belize,BLZ,1982,300.9561,139.93399
Belize,BLZ,1983,251.0516,96.21552
Belize,BLZ,1984,291.59164,134.76071
Belize,BLZ,1986,174.13658,116.098145
Belize,BLZ,1987,180.68925,98.09546
Belize,BLZ,1989,234.7263,128.63208
Belize,BLZ,1990,197.3573,104.58911
Belize,BLZ,1991,224.85826,120.64483
Belize,BLZ,1993,238.5572,127.34452
Belize,BLZ,1994,219.13074,126.43792
Belize,BLZ,1995,228.88678,120.9564
Belize,BLZ,1996,210.3398,117.47417
Belize,BLZ,1997,254.01146,136.29388
Belize,BLZ,1998,280.19034,151.57832
Belize,BLZ,1999,250.66298,125.94775
Belize,BLZ,2000,518.6093,251.50113
Belize,BLZ,2001,233.4651,113.6974
Belize,BLZ,2002,240.07275,114.719986
Belize,BLZ,2003,261.64844,120.62726
Belize,BLZ,2004,251.94215,111.02914
Belize,BLZ,2005,257.59128,110.6413
Belize,BLZ,2006,246.64368,108.125175
Belize,BLZ,2007,232.13118,108.35214
Belize,BLZ,2008,195.60446,91.58375
Belize,BLZ,2009,229.047,108.372665
Belize,BLZ,2010,199.51877,101.09656
Belize,BLZ,2011,188.01442,102.65355
Belize,BLZ,2012,181.48393,102.66272
Belize,BLZ,2013,165.86606,96.90063
Belize,BLZ,2014,173.33582,104.14131
Belize,BLZ,2015,177.71635,109.992714
Belize,BLZ,2016,172.09563,108.849075
Belize,BLZ,2017,165.77168,106.7145
Belize,BLZ,2018,175.48262,116.16646
Belize,BLZ,2019,184.65611,122.70944
Belize,BLZ,2020,115.883,79.47127
Belize,BLZ,2021,186.82808,131.13896
Belize,BLZ,2022,160.56924,117.90679
Bosnia and Herz.,BIH,1985,346.19904,259.4116
Bosnia and Herz.,BIH,1986,350.00586,273.40964
Bosnia and Herz.,BIH,1987,393.62134,305.38153
Bosnia and Herz.,BIH,1988,413.0299,321.66495
Bosnia and Herz.,BIH,1989,429.2336,335.36255
Bosnia and Herz.,BIH,1990,409.08145,321.8999
Bosnia and Herz.,BIH,1991,402.26788,327.4832
Bosnia and Herz.,BIH,2011,320.89944,479.0953
Bosnia and Herz.,BIH,2014,279.22668,467.84415
Bosnia and Herz.,BIH,2016,329.4472,539.0201
Bosnia and Herz.,BIH,2017,300.38214,571.143
Bosnia and Herz.,BIH,2018,290.56927,565.3858
Bosnia and Herz.,BIH,2019,251.92137,503.4535
Bosnia and Herz.,BIH,2020,267.74307,552.36206
Bosnia and Herz.,BIH,2021,244.0013,512.4553
Bosnia and Herz.,BIH,2022,225.31462,479.33975
Bosnia and Herz.,BIH,2023,196.65869,436.97778
Brazil,BRA,1979,292.7915,150.48703
Brazil,BRA,1980,305.28775,155.85202
Brazil,BRA,1981,304.42712,154.87367
Brazil,BRA,1982,297.45218,150.92773
Brazil,BRA,1983,284.72266,154.9954
Brazil,BRA,1984,289.9095,157.72142
Brazil,BRA,1985,291.1925,157.91003
Brazil,BRA,1986,281.62222,159.48337
Brazil,BRA,1987,295.44678,153.36258
Brazil,BRA,1988,308.14194,162.0024
Brazil,BRA,1989,293.09818,156.21654
Brazil,BRA,1990,289.1401,154.1054
Brazil,BRA,1991,267.75134,147.41638
Brazil,BRA,1992,265.9614,149.9617
Brazil,BRA,1993,270.92206,155.13702
Brazil,BRA,1994,263.10516,153.3349
Brazil,BRA,1995,254.93999,150.46176
